1645034582122,-0.66223145,0.27827454,0.317688
1645034582123,-0.66223145,0.27827454,0.317688
1645034582123,0.63523865,0.1817627,1.0727234
1645034582123,-1.2181244,5.218933,7.131256
1645034582124,9.686996,12.050827,17.072449
1645034582124,4.692581,-3.9281006,-2.319992
1645034582124,2.7182617,0.31248474,4.300537
1645034582124,2.5044708,0.77796936,5.05188
1645034582125,2.633957,0.31492615,4.697586
1645034582125,3.4671936,-2.0319824,2.0549927
1645034582125,3.5539246,-2.207901,1.9230499
1645034582125,3.5759277,-2.2812195,1.9609222
1645034582126,2.5142365,-1.9550018,1.5357666
1645034582126,0.6926575,-1.2891693,0.7978363
1645034582126,0.5814667,-1.2244263,0.7453003
1645034582126,0.54237366,-1.1926575,0.7440796
1645034582127,0.51182556,-1.1877747,0.75019836
1645034582127,0.48861694,-1.2048645,0.7563019
1645034582127,0.46540833,-1.2378693,0.7770691
1645034582128,0.4421997,-1.2855225,0.8112793
1645034582128,0.42752075,-1.3404846,0.8503723
1645034582128,0.4079895,-1.4003448,0.8870239
1645034582128,0.38842773,-1.4626465,0.9346771
1645034582129,0.3786621,-1.5225372,0.99209595
1645034582129,0.36766052,-1.5836182,1.0458527
1645034582129,0.3591156,-1.639801,1.0983887
1645034582130,0.35057068,-1.6911316,1.1570129
1645034582130,0.3420105,-1.7363281,1.2193298
1645034582130,0.3310089,-1.7705383,1.2767487
1645034582130,0.3212433,-1.7986298,1.3317261
1645034582131,0.30413818,-1.8181763,1.385498
1645034582132,0.28459167,-1.8414001,1.4367981
1645034582135,0.26504517,-1.8756104,1.4807739
1645034582136,0.24671936,-1.925705,1.5186462
1645034582139,0.22595215,-1.989212,1.5565338
1645034582141,0.21006775,-2.055191,1.5870667
1645034582144,0.19541931,-2.116272,1.6053925
1645034582146,0.19174194,-2.1736908,1.61763
1645034582149,0.19662476,-2.2237854,1.6249542
1645034582151,0.20762634,-2.2689972,1.6273956
1645034582154,0.22106934,-2.3056488,1.6200714
1645034582155,0.24304199,-2.3349762,1.6115112
1645034582157,0.27116394,-2.3581848,1.5943909
1645034582159,0.29681396,-2.3728485,1.5760651
1645034582162,0.3261261,-2.378952,1.5565338
1645034582164,0.3566742,-2.3765106,1.536972
1645034582169,0.3872223,-2.3606262,1.5149841
1645034582170,0.4263153,-2.331314,1.499115
1645034582172,0.4605255,-2.2885437,1.4844513
1645034582174,0.48861694,-2.2250214,1.4685669
1645034582177,0.50938416,-2.1504822,1.4588013
1645034582179,0.53015137,-2.0625305,1.4539032
1645034582182,0.53871155,-1.9721222,1.4514618
1645034582185,0.53749084,-1.8743744,1.4600067
1645034582186,0.5289459,-1.7888641,1.4710083
1645034582189,0.5106201,-1.7094574,1.4893341
1645034582192,0.48495483,-1.6324768,1.5088806
1645034582193,0.45928955,-1.5628357,1.536972
1645034582195,0.42507935,-1.5029755,1.5601807
1645034582198,0.38233948,-1.4577637,1.5870667
1645034582203,0.3383484,-1.4284363,1.616394
1645034582204,0.29925537,-1.4101257,1.6444855
1645034582206,0.26260376,-1.4052277,1.6750488
1645034582208,0.22351074,-1.4101257,1.7019043
1645034582210,0.18806458,-1.4150238,1.7373505
1645034582212,0.15264893,-1.4174652,1.7727814
1645034582214,0.124557495,-1.4272308,1.8069916
1645034582217,0.10133362,-1.4394379,1.8399658
1645034582219,0.0793457,-1.4528809,1.8802948
1645034582222,0.07078552,-1.4626465,1.9169464
1645034582225,0.059799194,-1.4663239,1.9487
1645034582227,0.068344116,-1.4455566,1.9841309
1645034582228,0.0769043,-1.3893585,2.0171204
1645034582231,0.100112915,-1.3050537,2.0476532
1645034582235,0.13188171,-1.2012177,2.0720978
1645034582236,0.17341614,-1.0973663,2.0953064
1645034582238,0.20883179,-1.0045013,2.1136322
1645034582240,0.23815918,-0.9336395,2.1258392
1645034582243,0.26260376,-0.8896637,2.1295166
1645034582245,0.27726746,-0.8688965,2.1258392
1645034582247,0.28581238,-0.8688965,2.118515
1645034582251,0.29437256,-0.8847809,2.1124268
1645034582253,0.29437256,-0.9177704,2.1001892
1645034582255,0.28825378,-0.9580841,2.0977478
1645034582258,0.27970886,-0.9971771,2.1136322
1645034582259,0.26626587,-1.0326233,2.1747284
1645034582262,0.25404358,-1.0765991,2.276123
1645034582265,0.23327637,-1.1706543,2.390976
1645034582269,0.21495056,-1.2855225,2.5155792
1645034582273,0.1929779,-1.3893585,2.6560822
1645034582273,0.1770935,-1.4736481,2.8063507
1645034582274,0.15629578,-1.5408478,2.9676208
1645034582278,0.13308716,-1.6031494,3.150879
1645034582280,0.115997314,-1.6618042,3.3536835
1645034582284,0.09889221,-1.7387848,3.5626068
1645034582286,0.08300781,-1.8291779,3.7702942
1645034582287,0.07322693,-1.925705,3.9767761
1645034582288,0.06956482,-2.0185394,4.1710205
1645034582291,0.084228516,-2.1101837,4.34816
1645034582294,0.10133362,-2.19693,4.504547
1645034582296,0.13432312,-2.2787628,4.6291656
1645034582298,0.18318176,-2.34964,4.7256775
1645034582301,0.24060059,-2.4119415,4.7965393
1645034582304,0.3053589,-2.466919,4.846634
1645034582308,0.38233948,-2.5280151,4.882065
1645034582308,0.4666443,-2.6000824,4.911392
1645034582310,0.56803894,-2.6819305,4.9358215
1645034582312,0.6767731,-2.763794,4.960251
1645034582315,0.7940521,-2.8212128,4.9834595
1645034582318,0.9198761,-2.8407593,4.995697
1645034582321,1.0493927,-2.8224335,4.999344
1645034582322,1.1874542,-2.7760162,4.9920197
1645034582324,1.3255005,-2.7210388,4.982254
1645034582326,1.4574432,-2.6697235,4.973694
1645034582329,1.5808411,-2.6257477,4.9651337
1645034582331,1.6859131,-2.584198,4.95903
1645034582338,1.7763214,-2.5499878,4.961487
1645034582338,1.8594055,-2.5182343,4.967575
1645034582338,1.9229126,-2.4828033,4.982254
1645034582341,1.9766846,-2.4314728,4.999344
1645034582343,2.014557,-2.3777313,5.021347
1645034582346,2.0426483,-2.3190918,5.048233
1645034582348,2.0512085,-2.261673,5.07753
1645034582352,2.0475464,-2.209137,5.112976
1645034582353,2.0341034,-2.1590424,5.144745
1645034582355,2.0023346,-2.1150665,5.177719
1645034582358,1.9620209,-2.0771942,5.2107086
1645034582361,1.9119415,-2.0368652,5.240036
1645034582362,1.852066,-1.990448,5.2595673
1645034582364,1.7824249,-1.9269104,5.279129
1645034582369,1.7152252,-1.8303986,5.306015
1645034582371,1.641922,-1.707016,5.326782
1645034582373,1.577179,-1.5481873,5.3597565
1645034582375,1.5099792,-1.3575897,5.3988495
1645034582378,1.462326,-1.1413422,5.4477234
1645034582380,1.411026,-0.9324341,5.4990234
1645034582381,1.35849,-0.7479553,5.556473
1645034582385,1.2961884,-0.6196747,5.6138763
1645034582389,1.2228699,-0.52926636,5.672516
1645034582389,1.1349182,-0.44740295,5.728714
1645034582393,1.0542755,-0.3643341,5.7800446
1645034582393,0.9724121,-0.28248596,5.8227844
1645034582397,0.90034485,-0.21038818,5.8582306
1645034582398,0.84169006,-0.17007446,5.88266
1645034582402,0.7867279,-0.15296936,5.889984
1645034582406,0.7354126,-0.15663147,5.877777
1645034582406,0.6889801,-0.17861938,5.8447876
1645034582409,0.63523865,-0.20671082,5.795929
1645034582411,0.5814667,-0.23603821,5.737274
1645034582413,0.53993225,-0.2702484,5.672516
1645034582415,0.49839783,-0.30445862,5.5992126
1645034582419,0.46784973,-0.33622742,5.524704
1645034582423,0.44952393,-0.37165833,5.450165
1645034582423,0.43608093,-0.40219116,5.375641
1645034582425,0.44096375,-0.43640137,5.2950134
1645034582427,0.4580841,-0.46940613,5.2107086
1645034582429,0.48495483,-0.49873352,5.125183
1645034582431,0.52282715,-0.5182648,5.038437
1645034582435,0.56803894,-0.52682495,4.950485
1645034582437,0.6144562,-0.5207062,4.8625183
1645034582439,0.6608887,-0.5072632,4.780655
1645034582441,0.7073059,-0.48405457,4.7000275
1645034582444,0.7476349,-0.45228577,4.6206207
1645034582446,0.78060913,-0.40464783,4.5460815
1645034582448,0.80259705,-0.35455322,4.4752197
1645034582450,0.81359863,-0.2971344,4.404373
1645034582455,0.8099365,-0.23727417,4.326187
