1645036459273,1024.9775
1645036459274,1024.9775
1645036459312,1024.9775
1645036459350,1024.9775
1645036459391,1025.1786
1645036459427,1025.1786
1645036459468,1025.1786
1645036459506,1025.1786
1645036459543,1025.3325
1645036459583,1025.3325
1645036459620,1025.3325
1645036459659,1025.3325
1645036459697,1025.4452
1645036459737,1025.4452
1645036459778,1025.4452
1645036459812,1025.4452
1645036459852,1025.5336
1645036459891,1025.5336
1645036459929,1025.5336
1645036459966,1025.5336
1645036460007,1025.6075
1645036460045,1025.6075
1645036460083,1025.6075
1645036460123,1025.6075
1645036460161,1025.6619
1645036460211,1025.6619
1645036460235,1025.6619
1645036460274,1025.6619
1645036460314,1025.6619
1645036460354,1025.7013
1645036460390,1025.7013
1645036460428,1025.7013
1645036460467,1025.7013
1645036460506,1025.7245
1645036460546,1025.7245
1645036460584,1025.7245
1645036460622,1025.7245
1645036460664,1025.7496
1645036460697,1025.7496
1645036460736,1025.7496
1645036460774,1025.7496
1645036460814,1025.765
1645036460852,1025.765
1645036460891,1025.765
1645036460928,1025.765
1645036460966,1025.7728
1645036461006,1025.7728
1645036461042,1025.7728
1645036461081,1025.7728
1645036461120,1025.7833
1645036461158,1025.7833
1645036461197,1025.7833
1645036461237,1025.7833
1645036461275,1025.7606
1645036461312,1025.7606
1645036461350,1025.7606
1645036461388,1025.7606
1645036461428,1025.7618
1645036461468,1025.7618
1645036461504,1025.7618
1645036461545,1025.7618
1645036461581,1025.755
1645036461619,1025.755
1645036461706,1025.755
1645036461706,1025.755
1645036461736,1025.7533
1645036461800,1025.7533
1645036461817,1025.7533
1645036461849,1025.7533
1645036461889,1025.7654
1645036461960,1025.7654
1645036461967,1025.7654
1645036462051,1025.7654
1645036462052,1025.7632
1645036462317,1025.7632
1645036462317,1025.7632
1645036462318,1025.7632
1645036462318,1025.7632
1645036462318,1025.7699
1645036462319,1025.7699
1645036462319,1025.7699
1645036462352,1025.7699
1645036462464,1025.8022
1645036462465,1025.8022
1645036462519,1025.8022
1645036462541,1025.8022
1645036462581,1025.8206
1645036462620,1025.8206
1645036462658,1025.8206
1645036462697,1025.8206
1645036462736,1025.8016
1645036462773,1025.8016
1645036462812,1025.8016
1645036462851,1025.8016
1645036462893,1025.7992
1645036462927,1025.7992
1645036462965,1025.7992
1645036463004,1025.7992
1645036463044,1025.7804
1645036463100,1025.7804
1645036463139,1025.7804
1645036463160,1025.7804
1645036463197,1025.7982
1645036463235,1025.7982
1645036463274,1025.7982
1645036463311,1025.7982
1645036463356,1025.7982
1645036463389,1025.7983
1645036463426,1025.7983
1645036463466,1025.7983
1645036463504,1025.7983
1645036463542,1025.8104
1645036463580,1025.8104
1645036463629,1025.8104
1645036463659,1025.8104
1645036463697,1025.8232
1645036463734,1025.8232
1645036463774,1025.8232
1645036463811,1025.8232
1645036463850,1025.8141
1645036463891,1025.8141
1645036463926,1025.8141
1645036463965,1025.8141
1645036464004,1025.7986
1645036464043,1025.7986
1645036464080,1025.7986
1645036464119,1025.7986
1645036464160,1025.8181
1645036464199,1025.8181
1645036464239,1025.8181
1645036464274,1025.8181
1645036464312,1025.8207
1645036464352,1025.8207
1645036464390,1025.8207
1645036464428,1025.8207
1645036464480,1025.8252
1645036464570,1025.8252
1645036464570,1025.8252
1645036464580,1025.8252
1645036464621,1025.8085
1645036464660,1025.8085
1645036464697,1025.8085
1645036464736,1025.8085
1645036464776,1025.7804
1645036464814,1025.7804
1645036464853,1025.7804
1645036464894,1025.7804
1645036464929,1025.769
1645036464968,1025.769
1645036465008,1025.769
1645036465046,1025.769
1645036465093,1025.7794
1645036465154,1025.7794
1645036465158,1025.7794
1645036465201,1025.7794
1645036465237,1025.7794
1645036465276,1025.7798
1645036465313,1025.7798
1645036465369,1025.7798
1645036465395,1025.7798
1645036465432,1025.7906
1645036465466,1025.7906
1645036465506,1025.7906
1645036465543,1025.7906
1645036465584,1025.776
1645036465624,1025.776
1645036465659,1025.776
1645036465698,1025.776
1645036465737,1025.7664
1645036465775,1025.7664
1645036465813,1025.7664
1645036465859,1025.7664
1645036465890,1025.7839
1645036465932,1025.7839
1645036465968,1025.7839
1645036466005,1025.7839
1645036466045,1025.7726
1645036466082,1025.7726
1645036466122,1025.7726
1645036466169,1025.7726
1645036466198,1025.8105
1645036466235,1025.8105
1645036466280,1025.8105
